Name,Profile_URL,Surname,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws
John,http://ufcstats.com/fighter-details/31652c9267606d54,Lober,The Machine,"5' 11""",199 lbs.,--,Orthodox,5,9,4
Artem,http://ufcstats.com/fighter-details/02f2a9702ba3d167,Lobov,The Russian Hammer,"5' 9""",145 lbs.,"65.0""",Southpaw,13,15,1
Dylan,http://ufcstats.com/fighter-details/9caa254991a5a698,Lockard,,"5' 9""",145 lbs.,"72.0""",Orthodox,6,2,0
Ryan,http://ufcstats.com/fighter-details/d5bab53a1a603aac,Loder,Man of Steel,"6' 2""",185 lbs.,"76.0""",Southpaw,8,2,0
Sean,http://ufcstats.com/fighter-details/d3d1ff3f3dfa0931,Loeffler,The Destroyer,"6' 3""",185 lbs.,--,Orthodox,31,5,0
Christian,http://ufcstats.com/fighter-details/4ab36d70d1b28b58,Lohsen,Hollywood,"6' 2""",155 lbs.,"77.0""",Southpaw,4,2,0
David,http://ufcstats.com/fighter-details/22e47b53e4ceb27c,Loiseau,The Crow,"6' 0""",185 lbs.,"76.0""",Orthodox,23,11,0
Hector,http://ufcstats.com/fighter-details/db1f2ed63b54b9a7,Lombard,,"5' 9""",185 lbs.,"71.0""",Southpaw,34,10,1
Michael,http://ufcstats.com/fighter-details/6d6b9a6cb063b60d,Lombardo,The Don,"6' 0""",170 lbs.,"72.0""",Orthodox,11,2,0
Rocky,http://ufcstats.com/fighter-details/10e04e5e81f391a0,Long,,--,145 lbs.,--,,21,37,1
Thomas,http://ufcstats.com/fighter-details/989be26791d0aad4,Longacre,,"5' 9""",145 lbs.,--,Orthodox,6,1,0
Loma,http://ufcstats.com/fighter-details/4e30e4250cb08b61,Lookboonmee,,"5' 1""",115 lbs.,"61.0""",Orthodox,10,3,0
Ange,http://ufcstats.com/fighter-details/1497e735d9f2560a,Loosa,The Last Ninja,"5' 10""",170 lbs.,"74.0""",Orthodox,10,4,0
Lucas,http://ufcstats.com/fighter-details/1f70dd67ad507990,Lopes,,"6' 2""",185 lbs.,--,,29,19,0
Dileno,http://ufcstats.com/fighter-details/8270c00fae24c922,Lopes,,"5' 5""",135 lbs.,--,,19,3,0
Diego,http://ufcstats.com/fighter-details/f166e93d04a8c274,Lopes,,"5' 11""",145 lbs.,"72.0""",Orthodox,26,7,0
Bruno,http://ufcstats.com/fighter-details/0abcf6bc47191219,Lopes,Brunao,"6' 2""",205 lbs.,"74.0""",Orthodox,14,1,0
Arthur,http://ufcstats.com/fighter-details/2aa481e98185e261,Lopes,Demolidor,"6' 2""",234 lbs.,"77.0""",Southpaw,6,2,0
Ivan,http://ufcstats.com/fighter-details/0db9d2486d564a3c,Lopez,,"5' 6""",135 lbs.,--,Southpaw,14,3,1
Steve,http://ufcstats.com/fighter-details/6085ceb59087514b,Lopez,,"5' 11""",155 lbs.,--,Orthodox,13,6,1
Federico,http://ufcstats.com/fighter-details/9681e0ce67dc978b,Lopez,Kiko,"5' 4""",139 lbs.,--,Orthodox,10,6,0
Jorge,http://ufcstats.com/fighter-details/ee624ee2a18f2a43,Lopez,,"5' 10""",170 lbs.,--,Orthodox,11,5,0
Christopher,http://ufcstats.com/fighter-details/5148a665aa527865,Lopez,,"5' 10""",170 lbs.,--,,9,1,0
Matthew,http://ufcstats.com/fighter-details/2fc7e9701642ca38,Lopez,,"5' 7""",135 lbs.,"69.0""",Southpaw,10,4,0
Benito,http://ufcstats.com/fighter-details/773f7feacf96153e,Lopez,Golden Boy,"5' 10""",135 lbs.,"73.0""",Switch,10,2,0
Gustavo,http://ufcstats.com/fighter-details/93b62c5f2ba18e51,Lopez,,"5' 5""",135 lbs.,"67.0""",Orthodox,12,6,1
Brendan,http://ufcstats.com/fighter-details/b788862dd1c11eac,Loughnane,,"5' 10""",145 lbs.,"70.0""",Switch,17,3,0
Nate,http://ufcstats.com/fighter-details/cbf94e4c4af4ff6d,Loughran,,"6' 2""",185 lbs.,--,Orthodox,11,2,0
Caolan,http://ufcstats.com/fighter-details/42ac4020cba261ad,Loughran,The Don,"5' 6""",135 lbs.,"68.0""",Orthodox,10,2,0
Rashard,http://ufcstats.com/fighter-details/e601d71cf8e5be22,Lovelace,,--,155 lbs.,--,,4,1,0
Ian,http://ufcstats.com/fighter-details/eea0274e153256a0,Loveland,The Barn Owl,"5' 8""",145 lbs.,--,Orthodox,18,10,0
Jakob,http://ufcstats.com/fighter-details/ad044be25c94dcfd,Lovstad,The Striking Viking,"6' 3""",205 lbs.,--,Orthodox,11,4,0
Waylon,http://ufcstats.com/fighter-details/28f62d866c59c709,Lowe,,"5' 7""",145 lbs.,--,Southpaw,16,7,0
Brandon,http://ufcstats.com/fighter-details/78ac94d54aa7f378,Lowe,,--,155 lbs.,--,,2,1,0
Joe,http://ufcstats.com/fighter-details/86248c84834238e7,Lowry,,"5' 11""",155 lbs.,"73.0""",Orthodox,9,2,0
Lu,http://ufcstats.com/fighter-details/a2d23e684b3db732,Kai,The Last Gladiator,"5' 9""",145 lbs.,"69.0""",Orthodox,8,5,0
Lu,http://ufcstats.com/fighter-details/dc1bfd47c3b21ad3,Zhengyong,,--,125 lbs.,--,,12,7,0
Robert,http://ufcstats.com/fighter-details/96087e90d900f0ef,Lucarelli,,"6' 2""",245 lbs.,--,,0,1,0
Matt,http://ufcstats.com/fighter-details/668222c99c5c311d,Lucas,Luke Duke,"6' 1""",205 lbs.,--,,15,3,0
Cleber,http://ufcstats.com/fighter-details/9bdebbf2735d14c2,Luciano,,"5' 6""",155 lbs.,--,,14,6,0
Stephanie,http://ufcstats.com/fighter-details/1b35af4d1529adf6,Luciano,Rondinha,"5' 6""",115 lbs.,"65.0""",Orthodox,6,2,1
Iasmin,http://ufcstats.com/fighter-details/abcf2cc6efc42031,Lucindo,,"5' 3""",115 lbs.,"66.0""",Orthodox,17,6,0
Duane,http://ufcstats.com/fighter-details/84ac950d4c1722dd,Ludwig,Bang,"5' 10""",170 lbs.,"70.0""",Orthodox,21,14,0
Lawrence,http://ufcstats.com/fighter-details/a1ad35b98a9136e5,Lui,,--,135 lbs.,--,,5,1,0
Mike,http://ufcstats.com/fighter-details/e26882820f9e8df5,Lullo,,"5' 8""",145 lbs.,--,Orthodox,8,3,0
Paula,http://ufcstats.com/fighter-details/5b1effb0db45273a,Luna,La Prodigia,"5' 2""",125 lbs.,"62.0""",Orthodox,5,3,0
Dalcha,http://ufcstats.com/fighter-details/ce632027bf2a871b,Lungiambula,Champion,"5' 8""",185 lbs.,"76.0""",Orthodox,11,6,0
Alexandru,http://ufcstats.com/fighter-details/4887e5bc4dbb73ff,Lungu,,"6' 0""",385 lbs.,--,Orthodox,14,4,0
Vicente,http://ufcstats.com/fighter-details/6d4b63c767106d3a,Luque,The Silent Assassin,"5' 11""",170 lbs.,"75.0""",Orthodox,23,10,1
Thaddeus,http://ufcstats.com/fighter-details/505934897b8b4824,Luster,,"6' 3""",210 lbs.,--,,0,1,0
Travis,http://ufcstats.com/fighter-details/622f015c81a9b13a,Lutter,The Serial Killer,"5' 11""",185 lbs.,"75.0""",Orthodox,10,6,0
Joilton,http://ufcstats.com/fighter-details/12630a4aa0894da8,Lutterbach,Peregrino,"6' 1""",185 lbs.,"75.0""",Orthodox,38,9,0
Tucker,http://ufcstats.com/fighter-details/7832f2f62f04178f,Lutz,Top Gun,"5' 8""",145 lbs.,"72.0""",Orthodox,12,4,0
Lv,http://ufcstats.com/fighter-details/5a4913108a3b9190,Zhenhong,,"5' 8""",145 lbs.,"67.0""",Switch,16,6,0
Stevie,http://ufcstats.com/fighter-details/710d93f1508f7104,Lynch,,"5' 10""",170 lbs.,--,Orthodox,5,2,0
Adam,http://ufcstats.com/fighter-details/edfe95e3c33a4bf8,Lynn,,"5' 10""",155 lbs.,--,Orthodox,17,10,0
Chris,http://ufcstats.com/fighter-details/91acd6910b802a9e,Lytle,Lights Out,"5' 11""",170 lbs.,"68.0""",Orthodox,31,18,5
Dong Hyun,http://ufcstats.com/fighter-details/98a6b2361045898f,Ma,Maestro,"5' 11""",155 lbs.,"70.0""",Orthodox,16,11,3
Pawan,http://ufcstats.com/fighter-details/450bacdacd706bcd,Maan,,"5' 7""",155 lbs.,"70.0""",Orthodox,7,3,1
William,http://ufcstats.com/fighter-details/ed74afc8b5b47a61,Macario,Patolino,"5' 11""",170 lbs.,"75.0""",Orthodox,9,3,0
Jason,http://ufcstats.com/fighter-details/2be6596a9db33bf5,MacDonald,The Athlete,"6' 3""",185 lbs.,"80.0""",Orthodox,25,16,0
Rob,http://ufcstats.com/fighter-details/f3388d2cf7ab3f64,MacDonald,Maximus,"6' 3""",205 lbs.,"78.0""",Orthodox,5,4,0
Rory,http://ufcstats.com/fighter-details/cbd5d3cdd862e90e,MacDonald,Red King,"6' 0""",170 lbs.,"76.0""",Orthodox,19,4,0
Ryan,http://ufcstats.com/fighter-details/35e1f9984ed64206,MacDonald,Main Event,"5' 11""",135 lbs.,"71.0""",Switch,10,2,0
Clayton,http://ufcstats.com/fighter-details/39831e62d12e7ad1,MacFarlane,,--,170 lbs.,--,,4,1,0
Ilima,http://ufcstats.com/fighter-details/8cf90e41646491fd,Macfarlane,,"5' 4""",125 lbs.,--,,6,0,0
Valesca,http://ufcstats.com/fighter-details/a1a91dbf41a029c4,Machado,Tina Black,"5' 4""",115 lbs.,"63.0""",Orthodox,8,3,0
Caio,http://ufcstats.com/fighter-details/89839250eb25c9c1,Machado,Bigfoot,"6' 4""",250 lbs.,"78.0""",Southpaw,8,4,1
Ian,http://ufcstats.com/fighter-details/442c9011034ae1fd,Machado Garry,The Future,"6' 3""",170 lbs.,"74.0""",Orthodox,16,1,0
Lyoto,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6,Machida,The Dragon,"6' 1""",185 lbs.,"74.0""",Southpaw,24,8,0
War,http://ufcstats.com/fighter-details/cd7bafbeee1f29a0,Machine,,"5' 11""",170 lbs.,--,Orthodox,14,5,0
Anthony,http://ufcstats.com/fighter-details/dedc3bb440d09554,Macias,Mad Dog,"5' 9""",185 lbs.,--,Switch,26,18,0
Pauline,http://ufcstats.com/fighter-details/e88b83dea18f5d31,Macias,PITA,"5' 4""",115 lbs.,"64.0""",Southpaw,4,1,0
Reza,http://ufcstats.com/fighter-details/e25bcbcdaf6537a1,Madadi,Mad Dog,"5' 11""",155 lbs.,"73.0""",Orthodox,14,6,0
Don,http://ufcstats.com/fighter-details/68c7ad953455c73f,Madge,Magic Man,"6' 0""",155 lbs.,"72.0""",Southpaw,9,3,1
Ryan,http://ufcstats.com/fighter-details/a8d521d913df4e31,Madigan,,"6' 0""",170 lbs.,--,Orthodox,5,3,0
Victor,http://ufcstats.com/fighter-details/cc63a5f0089d8ba9,Madrigal,Periquito,"5' 7""",135 lbs.,"71.0""",Orthodox,15,5,0
Jon,http://ufcstats.com/fighter-details/7691a80e6ca3e55b,Madsen,,"6' 0""",240 lbs.,"72.0""",Orthodox,8,2,0
Mark,http://ufcstats.com/fighter-details/da0995f19b749cfa,Madsen,The Olympian,"5' 8""",155 lbs.,"72.0""",Orthodox,12,2,0
Yoshiro,http://ufcstats.com/fighter-details/a4bf17bd3ba3423b,Maeda,,"5' 7""",139 lbs.,"68.0""",Southpaw,35,16,5
Leonardo,http://ufcstats.com/fighter-details/8bbc0cfc01bc1ba1,Mafra,Macarrao,"5' 10""",155 lbs.,"70.0""",Orthodox,13,4,0
Vinny,http://ufcstats.com/fighter-details/88a9bc81271ccd89,Magalhaes,Pezao,"6' 3""",205 lbs.,"75.0""",Orthodox,14,9,0
Vinicius,http://ufcstats.com/fighter-details/1b583c64c23f0c7f,Magalhaes,Draculinho,--,145 lbs.,--,,2,1,0
Caio,http://ufcstats.com/fighter-details/0c5c66ddd1886b83,Magalhaes,Hellboy,"6' 1""",185 lbs.,"73.0""",Orthodox,10,3,0
Bernardo,http://ufcstats.com/fighter-details/7a613f78dd7ee8f8,Magalhaes,Trekko,"5' 9""",155 lbs.,--,Orthodox,13,4,0
Eric,http://ufcstats.com/fighter-details/8db1b36dde268ef6,Magana,,--,--,--,,1,1,0
Brandon,http://ufcstats.com/fighter-details/2015c944226ad2df,Magana,,--,170 lbs.,--,Orthodox,6,2,0
Angela,http://ufcstats.com/fighter-details/bd878a638e0e3be3,Magana,Your Majesty,"5' 1""",115 lbs.,"65.0""",Orthodox,11,9,0
Neil,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,Magny,The Haitian Sensation,"6' 3""",170 lbs.,"80.0""",Orthodox,29,14,0
Raimond,http://ufcstats.com/fighter-details/d16373b3568678d4,Magomedaliev,,"6' 1""",170 lbs.,"75.0""",Orthodox,10,2,0
Ibragim,http://ufcstats.com/fighter-details/e7e970d508529bf3,Magomedov,,"6' 0""",250 lbs.,--,Orthodox,22,8,1
Rashid,http://ufcstats.com/fighter-details/7ea1f74cef32f906,Magomedov,Highlander,"5' 9""",155 lbs.,"70.0""",Orthodox,20,2,0
Ruslan,http://ufcstats.com/fighter-details/369e1ce458ef50a6,Magomedov,Leopard,"6' 3""",242 lbs.,"78.0""",Orthodox,14,1,0
Abus,http://ufcstats.com/fighter-details/36b8f265bcd1b7a4,Magomedov,,"6' 2""",185 lbs.,"78.0""",Orthodox,28,6,1
Shara,http://ufcstats.com/fighter-details/06734ca9d88dec3a,Magomedov,Bullet,"6' 2""",185 lbs.,"73.0""",Orthodox,15,1,0
Zabit,http://ufcstats.com/fighter-details/87aa9fb63d6b51a1,Magomedsharipov,,"6' 1""",145 lbs.,"73.0""",Orthodox,18,1,0
John,http://ufcstats.com/fighter-details/1a7745388839e52b,Maguire,The One,"5' 9""",155 lbs.,"69.0""",Southpaw,24,9,0
Lolohea,http://ufcstats.com/fighter-details/fb0b6593cec84356,Mahe,,--,--,--,,10,4,1
Michelle,http://ufcstats.com/fighter-details/118463dd8db16e7f,Maher,,--,145 lbs.,--,,1,2,0
,http://ufcstats.com/fighter-details/8c1ca54b5089d199,Maheshate,,"6' 0""",155 lbs.,"71.0""",Orthodox,10,4,0
Bill,http://ufcstats.com/fighter-details/ae58685caf8e4a0d,Mahood,The Butcher,"6' 3""",200 lbs.,--,Orthodox,20,7,1
Klayton,http://ufcstats.com/fighter-details/7a9c1bb08a743d7f,Mai,,"5' 9""",125 lbs.,--,,8,3,0
Demian,http://ufcstats.com/fighter-details/427b5953ac8e3a27,Maia,,"6' 1""",170 lbs.,"72.0""",Southpaw,28,11,0
Jennifer,http://ufcstats.com/fighter-details/8e1f36476ef02a6a,Maia,,"5' 4""",125 lbs.,"64.0""",Orthodox,21,10,1
Nayara,http://ufcstats.com/fighter-details/03b1b79b34eaf217,Maia,Capita,"5' 5""",125 lbs.,"66.0""",Orthodox,7,1,1
Roshan,http://ufcstats.com/fighter-details/b301292b1bc92bdb,Mainam,The Indian Notorious,--,135 lbs.,--,,6,3,0
Levan,http://ufcstats.com/fighter-details/938ad489fb7a1f31,Makashvili,The Hornet,"5' 8""",145 lbs.,"68.0""",Orthodox,15,2,1
John,http://ufcstats.com/fighter-details/c21a036b4e012f1c,Makdessi,The Bull,"5' 8""",155 lbs.,"68.0""",Orthodox,18,9,0
Islam,http://ufcstats.com/fighter-details/275aca31f61ba28c,Makhachev,,"5' 10""",155 lbs.,"70.0""",Southpaw,27,1,0
Aliev,http://ufcstats.com/fighter-details/3d481aa374c954a1,Makhmud,,"5' 6""",195 lbs.,--,Southpaw,0,1,0
Zach,http://ufcstats.com/fighter-details/57ab4d7c0bc09a30,Makovsky,Fun Size,"5' 4""",125 lbs.,"64.0""",Southpaw,20,8,0
Azat,http://ufcstats.com/fighter-details/7f1bf0c255ec8756,Maksum,Qazaq,"5' 7""",125 lbs.,"70.0""",Southpaw,17,1,0
Jeremy,http://ufcstats.com/fighter-details/110404b505fb562c,Malaterre,,"5' 11""",155 lbs.,--,,4,2,0
Fabio,http://ufcstats.com/fighter-details/1fb80f46d3c105d9,Maldonado,Caipira de Aco,"6' 1""",205 lbs.,"75.0""",Orthodox,23,11,0
Marvin,http://ufcstats.com/fighter-details/e5ce754b01f922be,Maldonado,The Bulldog,"5' 6""",135 lbs.,--,,2,4,0
Bea,http://ufcstats.com/fighter-details/b60c980f79b87ce8,Malecki,,"5' 9""",135 lbs.,"74.0""",Orthodox,4,1,0
Nazareno,http://ufcstats.com/fighter-details/d38e8c6ae2dfc051,Malegarie,El Tigre,"5' 8""",155 lbs.,--,,28,4,0
Carl,http://ufcstats.com/fighter-details/a314687f372b2cec,Malenko,,"5' 11""",200 lbs.,--,Orthodox,6,4,0
Jacob,http://ufcstats.com/fighter-details/d4270315cbcf2569,Malkoun,Mamba,"5' 9""",185 lbs.,"73.0""",Orthodox,8,3,0
Mike,http://ufcstats.com/fighter-details/dd6103dd7127db1d,Malott,Proper,"6' 1""",170 lbs.,"73.0""",Orthodox,11,2,1
Dan,http://ufcstats.com/fighter-details/eefc73b53d4a05d7,Manasoiu,,--,--,--,,0,0,0
Troy,http://ufcstats.com/fighter-details/725a834930c2b5bf,Mandaloniz,Rude Boy,"5' 9""",170 lbs.,--,Orthodox,3,2,0
Nate,http://ufcstats.com/fighter-details/6e9f40c706f91f32,Maness,Mayhem,"5' 10""",125 lbs.,"72.0""",Orthodox,16,3,0
Michael,http://ufcstats.com/fighter-details/9297ce6eee046f7a,Mangan,,--,155 lbs.,--,,0,3,0
Gary,http://ufcstats.com/fighter-details/1c0ffc63d8ec8f45,Mangat,,"5' 7""",135 lbs.,--,,15,3,0
George,http://ufcstats.com/fighter-details/122ae3b34275fbb2,Mangos,,--,145 lbs.,--,,7,0,0
Melvin,http://ufcstats.com/fighter-details/e5767ed355a937c2,Manhoef,No Mercy,"5' 9""",185 lbs.,--,Orthodox,30,14,1
Melchor,http://ufcstats.com/fighter-details/b6c6d1731ff00eeb,Manibusan,Barracuda,"5' 5""",154 lbs.,--,Southpaw,2,4,0
Jon,http://ufcstats.com/fighter-details/a0602dd050bebefc,Manley,,"6' 1""",170 lbs.,--,Orthodox,9,4,0
Steve,http://ufcstats.com/fighter-details/0eef1bf99afd4ff2,Mann,,"6' 1""",170 lbs.,--,,12,5,0
Marnic,http://ufcstats.com/fighter-details/b6203e0492a9336c,Mann,The Sawed-Off Savage,"5' 0""",115 lbs.,"64.0""",Southpaw,6,3,0
Dylan,http://ufcstats.com/fighter-details/e192ebb85b68fa9e,Mantello,The Quiet Man,"6' 1""",155 lbs.,"73.0""",Orthodox,8,4,0
Chris,http://ufcstats.com/fighter-details/a23e63184c65f5b8,Manuel,,"5' 9""",135 lbs.,--,Orthodox,9,7,2
Jimi,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e,Manuwa,Poster Boy,"6' 1""",205 lbs.,"79.0""",Orthodox,17,6,0
Dominic,http://ufcstats.com/fighter-details/530af2900b5a1693,Mar Fan,Street Buddha,--,155 lbs.,--,,6,2,0
Cristiano,http://ufcstats.com/fighter-details/ff4c3ab594c7fac3,Marcello,,"5' 9""",155 lbs.,"72.0""",Orthodox,13,6,0
Daniel,http://ufcstats.com/fighter-details/850266b3dc4e506e,Marcos,Soncora,"5' 7""",135 lbs.,"69.0""",Orthodox,17,1,0
Jose,http://ufcstats.com/fighter-details/b35ba64b6a2bbcb3,Maria,No Chance,"5' 5""",125 lbs.,--,Orthodox,37,7,0
Marcos,http://ufcstats.com/fighter-details/72e5e5a6edfa8223,Mariano,Dhalsim,"6' 1""",155 lbs.,"76.0""",Switch,6,6,0
Enrique,http://ufcstats.com/fighter-details/23a6e307077c6ccc,Marin,Wasabi,"5' 10""",170 lbs.,--,,10,4,0
Chepe,http://ufcstats.com/fighter-details/e0c6edcb5b5d0b90,Mariscal,Machine Gun,"5' 7""",145 lbs.,"69.0""",Orthodox,18,6,0
Ronny,http://ufcstats.com/fighter-details/bd21a1e3d41c97ee,Markes,,"6' 1""",185 lbs.,"75.0""",Orthodox,17,5,0
Rory,http://ufcstats.com/fighter-details/23a16ebe733e3041,Markham,,"6' 0""",170 lbs.,"71.0""",Orthodox,17,6,0
Randa,http://ufcstats.com/fighter-details/4a57ebb14315b251,Markos,Quiet Storm,"5' 4""",115 lbs.,"63.0""",Orthodox,11,12,1
Christina,http://ufcstats.com/fighter-details/c7be22a47a58365a,Marks,,"5' 7""",125 lbs.,"69.0""",Orthodox,8,9,0
Brendon,http://ufcstats.com/fighter-details/d7fe8c6b7d2872e5,Marotte,The Kid,"5' 9""",145 lbs.,"70.0""",Orthodox,8,3,0
Nate,http://ufcstats.com/fighter-details/a8e6a69796280f17,Marquardt,The Great,"6' 0""",185 lbs.,"74.0""",Orthodox,35,19,2
Danilo,http://ufcstats.com/fighter-details/687c15b2eddfaa63,Marques,,"6' 6""",205 lbs.,"77.0""",Orthodox,11,4,0
Julian,http://ufcstats.com/fighter-details/d0e1b42d41dab603,Marquez,The Cuban Missile Crisis,"6' 2""",185 lbs.,"72.0""",Orthodox,9,6,0
Carmelo,http://ufcstats.com/fighter-details/aa03a3ca00ac6827,Marrero,The Fury,"6' 0""",205 lbs.,"73.0""",Orthodox,16,6,0
Cesar,http://ufcstats.com/fighter-details/e8efeb9cf33b1941,Marscucci,,--,--,--,,3,2,0
John,http://ufcstats.com/fighter-details/b6b12014698cc345,Marsh,,"6' 0""",265 lbs.,--,Orthodox,8,7,0
CJ,http://ufcstats.com/fighter-details/4c91eb190d5e0dd9,Marsh,,--,--,--,,5,7,0
Eliot,http://ufcstats.com/fighter-details/a08d909a5be6f410,Marshall,Fire,"6' 2""",205 lbs.,"77.0""",Orthodox,10,4,0
Doug,http://ufcstats.com/fighter-details/0c1773639c795466,Marshall,The Rhino,"5' 10""",205 lbs.,--,Orthodox,18,8,0
David,http://ufcstats.com/fighter-details/0a2813f89a758ff7,Marshall,,"6' 2""",170 lbs.,--,,8,4,0
Francis,http://ufcstats.com/fighter-details/5d495dec23d7c68e,Marshall,Fire,"5' 9""",145 lbs.,"72.0""",Orthodox,8,3,0
Jack,http://ufcstats.com/fighter-details/045f25b3a4c08e81,Marshman,The Hammer,"6' 0""",185 lbs.,"73.0""",Orthodox,23,10,0
Terry,http://ufcstats.com/fighter-details/6a92caba39b64752,Martin,,"5' 8""",185 lbs.,"71.0""",Orthodox,23,11,0
Eric,http://ufcstats.com/fighter-details/abbc4fc02e0d84b3,Martin,,--,--,--,,0,1,0
Justin,http://ufcstats.com/fighter-details/3da19339ee7051d5,Martin,,"6' 0""",185 lbs.,--,,4,3,0
Dave,http://ufcstats.com/fighter-details/92c96df8bdab5fea,Martin,,"6' 0""",205 lbs.,--,,0,2,0
Joe,http://ufcstats.com/fighter-details/325550dab63fb25a,Martin,,"5' 9""",170 lbs.,--,,6,8,0
Anthony Rocco,http://ufcstats.com/fighter-details/5331b25a60417ffb,Martin,,"6' 0""",170 lbs.,"73.0""",Orthodox,17,6,0
Mallory,http://ufcstats.com/fighter-details/19b7738321cfae42,Martin,,"5' 4""",115 lbs.,"63.0""",Orthodox,7,5,0
Michal,http://ufcstats.com/fighter-details/9acf42aebe9bb895,Martinek,,"6' 2""",230 lbs.,--,Southpaw,7,1,0
Rainy,http://ufcstats.com/fighter-details/577ec7e108b94be3,Martinez,,"6' 0""",199 lbs.,--,Orthodox,0,2,0
Danny,http://ufcstats.com/fighter-details/8a9c6c4301f6d088,Martinez,The Gremlin,"5' 6""",125 lbs.,"67.0""",Orthodox,21,8,0
Alonzo,http://ufcstats.com/fighter-details/feffee4fc6da3aa3,Martinez,Zo Diddy,"5' 10""",155 lbs.,--,,42,20,1
Henry,http://ufcstats.com/fighter-details/76729a829623e266,Martinez,Sicario,"5' 7""",155 lbs.,"69.0""",Southpaw,9,4,0
Jonathan,http://ufcstats.com/fighter-details/f2477cf43c4975cc,Martinez,Dragon,"5' 8""",135 lbs.,"70.0""",Southpaw,19,6,0
Poppies,http://ufcstats.com/fighter-details/8851bb0418d27d28,Martinez,The Tachi Kid,"5' 9""",145 lbs.,--,,29,11,0
Andrew,http://ufcstats.com/fighter-details/f8c2aba4815876b5,Martinez,Mickey D,"5' 9""",215 lbs.,--,,9,6,0
Mana,http://ufcstats.com/fighter-details/c0386644627a7ee5,Martinez,ManaBoi,"5' 10""",135 lbs.,"70.0""",Orthodox,10,4,0
Victor,http://ufcstats.com/fighter-details/3e708ce33b6b18e6,Martinez,The Brick,"5' 8""",155 lbs.,"70.0""",Orthodox,13,6,0
Roque,http://ufcstats.com/fighter-details/2c5a0b8317f8f27a,Martinez,,"5' 10""",250 lbs.,"72.0""",Orthodox,15,8,2
Melissa,http://ufcstats.com/fighter-details/3f4c3bc822bea45d,Martinez,Super Mely,"5' 2""",115 lbs.,"66.0""",Southpaw,8,1,0
Julieta,http://ufcstats.com/fighter-details/f77afa72da84c9a8,Martinez,The Ninja Ferret,"5' 1""",115 lbs.,"62.0""",Orthodox,8,0,0
David,http://ufcstats.com/fighter-details/9a97acbfd5a08bfa,Martinez,Black Spartan,"5' 5""",135 lbs.,"67.0""",Orthodox,12,1,0
Wagner da Conceicao,http://ufcstats.com/fighter-details/563d051c9e769b24,Martins,Zuluzinho,"6' 7""",390 lbs.,--,Orthodox,9,8,0
Adriano,http://ufcstats.com/fighter-details/7dcf06c1967801c1,Martins,,"5' 10""",155 lbs.,"72.0""",Southpaw,28,9,0
Lucas,http://ufcstats.com/fighter-details/7413b80dbb0f8f9f,Martins,Mineiro,"6' 0""",145 lbs.,"72.0""",Southpaw,19,3,0
Max,http://ufcstats.com/fighter-details/69d3fa376ff2595e,Martyniouk,Payne,--,155 lbs.,--,,1,1,0
Bristol,http://ufcstats.com/fighter-details/a17322f99ddfd8e9,Marunde,,"6' 1""",170 lbs.,"75.0""",Orthodox,16,10,0
Shoji,http://ufcstats.com/fighter-details/c046100aea0dba9a,Maruyama,,"5' 7""",139 lbs.,--,Orthodox,12,9,1
Kazuma,http://ufcstats.com/fighter-details/aa1a873d05acc7eb,Maruyama,Gluttony,"5' 11""",155 lbs.,"72.0""",Orthodox,11,7,0
Islem,http://ufcstats.com/fighter-details/6dedfe07640a9acc,Masraf,Lightning,"6' 0""",205 lbs.,"74.0""",Southpaw,3,1,0
Mike,http://ufcstats.com/fighter-details/5b2d7906aa894274,Massenzio,The Master of Disaster,"6' 2""",185 lbs.,"73.0""",Southpaw,13,9,0
Jameel,http://ufcstats.com/fighter-details/883922e5cd6d8473,Massouh,,"5' 10""",145 lbs.,"72.0""",Orthodox,26,9,0
Tiffany,http://ufcstats.com/fighter-details/ca743f96dd2063d5,Masters,Rainbow Renegade,"5' 3""",115 lbs.,"65.0""",Orthodox,2,1,0
Jorge,http://ufcstats.com/fighter-details/47b9e0e7703a4868,Masvidal,Gamebred,"5' 11""",170 lbs.,"74.0""",Orthodox,35,17,0
Al,http://ufcstats.com/fighter-details/eec3fe66a8b11a26,Matavao,Sweetness,"5' 8""",205 lbs.,"67.0""",Orthodox,8,3,0
Tateki,http://ufcstats.com/fighter-details/3a524c6700addc24,Matsuda,Tech,"5' 7""",125 lbs.,--,Orthodox,13,8,0
Arisa,http://ufcstats.com/fighter-details/4c33b3d37955aa85,Matsuda,,--,115 lbs.,--,,6,0,0
Daijiro,http://ufcstats.com/fighter-details/cd42bbe8887bba90,Matsui,,"5' 9""",200 lbs.,--,Orthodox,13,29,7
Toki,http://ufcstats.com/fighter-details/56cc76c55cee8410,Matsui,,"5' 6""",125 lbs.,"65.0""",Orthodox,6,1,0
Koichiro,http://ufcstats.com/fighter-details/2fb6f197d1fbc779,Matsumoto,,"5' 7""",145 lbs.,--,,15,3,1
Jean,http://ufcstats.com/fighter-details/ffd3224638c01b57,Matsumoto,,"5' 6""",135 lbs.,"68.0""",Orthodox,16,1,0
