Name,Weight,Wins,Losses,Draws,Birth Date,Country,Weight Class,Age,Last Fight
Gilbert Burns,170 lbs.,22,8,0,1986-07-20,Brazil,Welterweight,38,07/09/2024
Josh Burns,244 lbs.,8,10,0,1978-05-15,United States,Heavyweight,46,03/08/2024
Herbert Burns,145 lbs.,11,6,0,1988-02-02,Brazil,Featherweight,37,02/11/2024
Nah-Shon Burrell,170 lbs.,15,7,0,1990-02-05,United States,Middleweight,35,03/08/2024
Bubba Bush,185 lbs.,8,3,0,1985-07-24,United States,Middleweight,39,24/10/2015
Dakota Bush,155 lbs.,8,4,0,1994-06-09,United States,Lightweight,30,01/11/2024
Murilo Bustamante,183 lbs.,15,8,1,1966-07-30,Brazil,Middleweight,58,31/03/2012
Nick Bustamante,170 lbs.,5,3,0,,United States,Welterweight,,02/02/2017
Eduardo Bustillos,135 lbs.,5,3,0,1987-06-02,Mexico,Lightweight,37,21/06/2019
Jason Butcher,185 lbs.,10,2,0,1984-10-23,United States,Light Heavyweight,40,20/07/2024
Todd Butler,200 lbs.,1,4,0,,United States,Light Heavyweight,,09/10/1999
Ian Butler,155 lbs.,3,3,0,1989-10-09,United States,Welterweight,35,02/11/2024
Raphael Butler,261 lbs.,9,2,1,1984-01-04,United States,Heavyweight,41,29/01/2016
Dennis Buzukja,145 lbs.,12,5,0,1997-10-01,United States,Featherweight,27,02/11/2024
Charles Byrd,185 lbs.,10,7,0,1983-10-11,United States,Middleweight,41,06/06/2020
Steve Byrnes,170 lbs.,6,1,0,1979-08-26,United States,Middleweight,45,27/01/2008
Yan Cabral,155 lbs.,13,3,0,1983-05-13,Brazil,Welterweight,41,25/10/2014
Alvin Cacdac,125 lbs.,18,13,0,,United States,Flyweight,,02/02/2017
Alex Caceres,145 lbs.,21,15,0,1988-06-20,United States,Featherweight,36,11/05/2024
Vince Cachero,145 lbs.,7,4,0,1989-11-07,United States,Bantamweight,35,27/02/2021
Priscila Cachoeira,135 lbs.,13,6,0,1988-08-19,Brazil,Flyweight,36,15/03/2025
Darrion Caldwell,135 lbs.,10,1,0,1987-12-19,United States,Bantamweight,37,04/02/2023
Cynthia Calvillo,115 lbs.,9,6,1,1987-07-13,United States,Flyweight,37,07/09/2024
Joe Camacho,155 lbs.,13,19,3,1972-03-10,United States,Lightweight,53,02/11/2013
Frank Camacho,155 lbs.,22,10,0,1989-05-18,Northern Mariana Islands,Lightweight,35,13/10/2023
Fabricio Camoes,155 lbs.,14,9,1,1978-12-23,Brazil,Lightweight,46,25/10/2014
Chris Camozzi,185 lbs.,24,13,0,1986-11-20,United States,Middleweight,38,25/10/2024
Brian Camozzi,170 lbs.,7,5,0,1991-06-24,United States,Welterweight,33,18/02/2018
Shane Campbell,155 lbs.,14,6,0,1988-01-21,Canada,Lightweight,37,15/12/2023
Charlie Campbell,155 lbs.,9,2,0,1995-06-03,United States,Lightweight,29,06/04/2024
John Campetella,235 lbs.,0,1,0,,United States,Heavyweight,,12/07/1996
Wagner Campos,145 lbs.,12,10,0,1981-07-31,Brazil,Featherweight,43,01/02/2015
Derek Campos,155 lbs.,19,6,0,1988-04-01,United States,Featherweight,37,10/06/2023
Will Campuzano,125 lbs.,14,6,0,1986-05-27,United States,Flyweight,38,04/12/2010
Aleksa Camur,205 lbs.,6,3,0,1995-09-25,United States,Light Heavyweight,29,26/09/2020
Chico Camus,125 lbs.,17,7,0,1985-01-26,United States,Bantamweight,40,15/12/2017
Luiz Cane,185 lbs.,17,7,0,1981-04-02,Brazil,Light Heavyweight,44,28/04/2017
Guido Cannetti,135 lbs.,10,8,0,1979-12-19,Argentina,Bantamweight,45,13/11/2024
Jared Cannonier,185 lbs.,18,8,0,1984-03-16,United States,Middleweight,41,15/02/2025
Steve Cantwell,185 lbs.,7,6,0,1986-12-08,United States,Middleweight,38,25/02/2012
Frank Caracci,205 lbs.,2,3,0,1970-02-16,United States,Light Heavyweight,55,09/01/2009
Bryan Caraway,135 lbs.,21,9,0,1984-08-04,United States,Bantamweight,40,27/07/2019
Remo Cardarelli,135 lbs.,7,5,0,,United States,Flyweight,,21/04/2017
Chris Cariaso,125 lbs.,17,8,0,1981-05-27,United States,Flyweight,43,03/10/2015
Rafael Carino,245 lbs.,2,1,1,1973-07-16,Brazil,Heavyweight,51,02/07/2005
Don Carlo-Clauss,170 lbs.,10,7,0,,United States,Welterweight,,22/09/2012
Spike Carlyle,145 lbs.,9,3,0,1993-05-06,United States,Lightweight,32,29/03/2025
Francis Carmont,205 lbs.,25,12,0,1981-11-10,France,Light Heavyweight,43,19/11/2016
Liz Carmouche,125 lbs.,13,7,0,1984-02-19,United States,Flyweight,41,11/04/2025
Roan Carneiro,170 lbs.,21,11,0,1978-06-02,Brazil,Welterweight,46,30/11/2019
Ariane Carnelossi,115 lbs.,15,3,0,1992-11-17,Brazil,Strawweight,32,18/05/2024
Luana Carolina,125 lbs.,11,4,0,1993-06-11,Brazil,Flyweight,31,01/03/2025
Tim Caron,185 lbs.,7,1,0,1987-07-24,United States,Middleweight,37,24/02/2024
Gabriel Carrasco,135 lbs.,7,0,0,1981-12-31,United States,Bantamweight,43,03/05/2014
Cody Carrillo,155 lbs.,11,16,0,1982-04-15,United States,Lightweight,43,29/10/2022
Cain Carrizosa,155 lbs.,10,3,0,1986-07-22,United States,Lightweight,38,29/01/2022
Roger Carroll,170 lbs.,16,14,0,1982-05-20,United States,Welterweight,42,17/10/2014
Jonny Carson,155 lbs.,11,7,0,1985-05-27,United States,Lightweight,39,03/04/2015
Shonie Carter,170 lbs.,51,31,7,1972-05-03,United States,Middleweight,53,09/09/2017
Bruno Carvalho,154 lbs.,10,5,0,1982-06-07,Brazil,Lightweight,42,20/04/2024
Antonio Carvalho,145 lbs.,15,6,0,1979-05-30,Canada,Featherweight,45,16/03/2013
Rafael Carvalho,185 lbs.,14,1,0,1986-07-27,Brazil,Middleweight,38,13/09/2014
Shane Carwin,265 lbs.,12,2,0,1975-01-04,United States,Heavyweight,50,11/06/2011
Johnny Case,155 lbs.,22,6,0,1989-06-28,United States,Lightweight,35,09/06/2024
Kevin Casey,185 lbs.,9,5,2,1981-06-15,United States,Middleweight,43,15/08/2021
Cortney Casey,125 lbs.,10,10,0,1987-05-05,United States,Flyweight,38,09/07/2022
Brandon Cash,255 lbs.,10,4,0,,United States,Heavyweight,,13/05/2023
Dwayne Cason,212 lbs.,1,1,0,,United States,Heavyweight,,17/10/1997
John Castaneda,135 lbs.,21,8,0,1991-12-18,United States,Bantamweight,33,26/04/2025
Gil Castillo,170 lbs.,8,5,0,1965-10-21,United States,Welterweight,59,01/04/2006
Danny Castillo,155 lbs.,17,10,0,1979-08-25,United States,Lightweight,45,19/12/2015
Nick Catone,185 lbs.,10,4,0,1981-09-01,United States,Middleweight,43,01/02/2014
Luke Caudillo,155 lbs.,17,17,0,1980-11-30,United States,Lightweight,44,29/06/2012
Rafael Cavalcante,205 lbs.,12,7,0,1980-04-04,Brazil,Light Heavyweight,45,01/07/2017
Magnus Cedenblad,185 lbs.,14,5,0,1982-04-10,Sweden,Middleweight,43,19/11/2016
Yosdenis Cedeno,155 lbs.,10,6,1,1985-02-12,Cuba,Lightweight,40,21/06/2024
Henry Cejudo,135 lbs.,16,5,0,1987-02-09,United States,Bantamweight,38,22/02/2025
Adam Cella,170 lbs.,6,8,0,1985-06-26,United States,Light Heavyweight,39,24/10/2020
Donald Cerrone,155 lbs.,36,17,0,1983-03-29,United States,Welterweight,42,02/07/2022
Jared Chaffee,155 lbs.,5,2,0,1984-12-15,United States,Lightweight,40,16/07/2021
Luan Chagas,170 lbs.,15,3,1,1993-06-17,Brazil,Welterweight,31,21/04/2018
Ansar Chalangov,170 lbs.,14,5,0,1979-10-30,Russia,Middleweight,45,03/12/2009
Alex Chambers,115 lbs.,5,5,0,1978-10-28,Australia,Strawweight,46,22/09/2018
Michael Chandler,155 lbs.,23,10,0,1986-04-24,United States,Lightweight,39,12/04/2025
Donnie Chappell,178 lbs.,0,1,0,,United States,Middleweight,,27/07/1997
Joe Charles,260 lbs.,6,13,0,1958-07-16,United States,Heavyweight,66,24/09/2000
Dan Charles,228 lbs.,10,6,1,1985-09-24,United States,Heavyweight,39,17/03/2018
Ernest Chavez,145 lbs.,10,2,0,1983-06-27,United States,Featherweight,41,11/12/2015
Emilio Chavez,145 lbs.,12,9,0,1986-12-18,United States,Featherweight,38,31/05/2024
Danny Chavez,145 lbs.,11,5,1,1987-03-14,United States,Featherweight,38,18/06/2022
Albert Cheng,170 lbs.,7,4,0,1985-02-07,Canada,Lightweight,40,11/02/2017
Fabio Cherant,205 lbs.,7,4,0,1994-11-25,United States,Light Heavyweight,30,23/11/2024
Macy Chiasson,135 lbs.,11,3,0,1991-07-27,United States,Bantamweight,33,29/06/2024
Michael Chiesa,170 lbs.,20,7,0,1987-12-07,United States,Welterweight,37,07/12/2024
Giga Chikadze,145 lbs.,15,5,0,1988-08-25,Georgia,Featherweight,36,26/04/2025
Khamzat Chimaev,185 lbs.,14,0,0,1994-05-01,Sweden,Welterweight,31,26/10/2024
John Cholish,155 lbs.,8,3,0,1983-12-17,United States,Lightweight,41,18/05/2013
Ryo Chonan,170 lbs.,22,13,0,1976-10-08,Japan,Welterweight,48,20/10/2013
Will Chope,145 lbs.,34,13,0,1990-09-08,United States,Lightweight,34,26/04/2025
Joachim Christensen,205 lbs.,14,6,0,1978-11-07,Denmark,Light Heavyweight,46,06/11/2021
Dan Christison,265 lbs.,20,7,0,1972-04-26,United States,Super Heavyweight,53,26/02/2010
Anthony Christodoulou,155 lbs.,12,7,0,1987-07-30,Greece,Lightweight,37,05/05/2018
Steven Ciaccio,170 lbs.,4,4,0,1990-01-23,United States,Lightweight,35,28/08/2015
Mike Ciesnolevicz,235 lbs.,19,4,0,1979-10-28,United States,Light Heavyweight,45,28/05/2011
Hannah Cifers,115 lbs.,10,7,0,1992-06-26,United States,Strawweight,32,12/09/2020
Misha Cirkunov,205 lbs.,15,9,0,1987-02-27,Latvia,Light Heavyweight,38,15/10/2022
Johnny Cisneros,170 lbs.,9,6,0,1980-02-05,United States,Welterweight,45,31/07/2021
Laverne Clark,170 lbs.,27,21,1,1973-12-02,United States,Middleweight,51,15/03/2014
Logan Clark,185 lbs.,18,6,0,1985-02-16,United States,Middleweight,40,05/10/2013
Mychal Clark,224 lbs.,10,14,0,,United States,Heavyweight,,10/06/2016
Dominic Clark,155 lbs.,10,7,0,1985-08-01,United States,Lightweight,39,01/10/2022
Heather Clark,115 lbs.,7,6,0,1980-09-19,United States,Strawweight,44,21/07/2018
Devin Clark,205 lbs.,14,9,0,1990-04-12,United States,Light Heavyweight,35,10/02/2024
Jessica-Rose Clark,135 lbs.,11,9,0,1987-11-28,Australia,Flyweight,37,14/12/2024
Mitch Clarke,155 lbs.,11,5,0,1985-11-24,Canada,Lightweight,39,09/09/2017
Rich Clementi,155 lbs.,45,23,1,1976-03-31,United States,Lightweight,49,27/09/2013
Chris Clements,170 lbs.,12,6,0,1976-02-09,Canada,Welterweight,49,25/04/2015
Mark Climaco,125 lbs.,9,2,0,1997-11-06,United States,Flyweight,27,13/09/2024
Josh Clopton,145 lbs.,6,2,1,1981-07-11,United States,Featherweight,43,03/08/2013
Brian Cobb,155 lbs.,20,9,0,1980-09-03,United States,Lightweight,44,04/08/2016
Darryl Cobb,185 lbs.,6,8,0,1980-08-04,United States,Middleweight,44,13/07/2019
Dakota Cochrane,155 lbs.,29,12,0,1986-05-01,United States,Welterweight,39,18/04/2025
Marloes Coenen,145 lbs.,23,8,0,1981-03-31,Netherlands,Featherweight,44,03/03/2017
John Cofer,155 lbs.,8,4,0,1984-04-29,United States,Featherweight,41,14/06/2013
Chris Coggins,145 lbs.,7,10,0,1989-10-09,United States,Featherweight,35,11/02/2017
Wayne Cole,205 lbs.,16,25,0,1971-01-06,United States,Middleweight,54,31/01/2015
Ivan Cole,135 lbs.,2,3,0,1990-11-30,United States,Bantamweight,34,27/03/2015
Mark Coleman,205 lbs.,16,10,0,1964-12-20,United States,Light Heavyweight,60,06/02/2010
Cortez Coleman,185 lbs.,13,8,0,1982-01-28,United States,Middleweight,43,18/05/2024
Clay Collard,145 lbs.,14,7,0,1993-03-10,United States,Lightweight,32,18/04/2025
Jake Collier,230 lbs.,13,10,0,1988-10-23,United States,Heavyweight,36,18/01/2025
Christian Colombo,265 lbs.,8,3,1,1980-01-07,Denmark,Heavyweight,45,09/06/2018
Wes Combs,205 lbs.,20,6,0,1973-06-18,United States,Heavyweight,51,10/09/2021
Carlos Condit,170 lbs.,32,14,0,1984-04-26,United States,Welterweight,41,02/11/2024
Chris Condo,335 lbs.,0,1,0,,United States,Super Heavyweight,,07/05/1999
Tristan Connelly,145 lbs.,14,8,0,1985-12-12,Canada,Featherweight,39,12/10/2022
Jonathan Contrestano,155 lbs.,6,0,0,1987-11-27,United States,Lightweight,37,13/02/2015
Bob Cook,170 lbs.,5,0,0,,United States,Welterweight,,10/03/2000
Chad Cook,205 lbs.,10,12,0,1979-11-07,United States,Heavyweight,45,21/10/2016
Brett Cooper,170 lbs.,23,12,0,1987-07-02,United States,Welterweight,37,01/07/2022
Kit Cope,170 lbs.,6,7,0,1977-03-17,United States,Welterweight,48,08/09/2012
Chris Cope,170 lbs.,8,4,0,1983-03-05,United States,Welterweight,42,12/09/2015
Josh Copeland,265 lbs.,12,4,0,1982-10-20,United States,Heavyweight,42,22/09/2023
Akira Corassani,145 lbs.,12,6,0,1982-08-27,Sweden,Featherweight,42,24/01/2015
Daniel Cormier,235 lbs.,22,3,0,1979-03-20,United States,Heavyweight,46,15/08/2020
Henry Corrales,145 lbs.,13,3,0,1986-08-11,United States,Bantamweight,38,24/02/2024
Bethe Correia,135 lbs.,11,6,1,1983-06-22,Brazil,Bantamweight,41,02/10/2021
Wesley Correira,260 lbs.,20,16,0,1978-11-11,United States,Heavyweight,46,22/04/2016
Tracy Cortez,125 lbs.,11,2,0,1993-12-10,United States,Flyweight,31,13/07/2024
Louis Cosce,170 lbs.,7,2,0,1995-08-27,United States,Welterweight,29,27/05/2023
Orion Cosce,170 lbs.,8,2,0,1994-07-15,United States,Welterweight,30,20/05/2023
Paulo Costa,185 lbs.,14,4,0,1991-04-21,Brazil,Middleweight,34,01/06/2024
Randy Costa,135 lbs.,6,4,0,1994-07-06,United States,Bantamweight,30,14/06/2025
Patrick Cote,170 lbs.,23,11,0,1980-02-29,Canada,Welterweight,45,08/04/2017
Rashad Coulter,205 lbs.,9,4,0,1981-11-27,United States,Heavyweight,43,02/11/2024
Randy Couture,205 lbs.,19,11,0,1963-06-22,United States,Light Heavyweight,61,30/04/2011
Ryan Couture,155 lbs.,11,5,0,1982-08-27,United States,Lightweight,42,15/11/2018
Colby Covington,170 lbs.,17,5,0,1988-02-22,United States,Welterweight,37,14/12/2024
Jeff Cox,155 lbs.,10,7,0,1968-08-02,United States,Lightweight,56,11/04/2009
Nathan Coy,170 lbs.,15,7,0,1978-07-24,United States,Welterweight,46,15/04/2017
Andrew Craig,170 lbs.,9,4,0,1986-01-15,United States,Welterweight,39,15/07/2015
Paul Craig,205 lbs.,17,9,1,1987-11-27,Scotland,Light Heavyweight,37,16/11/2024
Dan Cramer,170 lbs.,11,4,0,1985-10-31,United States,Middleweight,39,05/09/2014
Alberto Crane,155 lbs.,15,5,0,1976-07-14,United States,Lightweight,48,17/07/2011
Tim Credeur,185 lbs.,12,4,0,1977-07-09,United States,Middleweight,47,10/12/2008
Paul Creighton,155 lbs.,3,1,0,1970-04-07,United States,Lightweight,55,10/05/2002
Kevin Croom,135 lbs.,21,15,0,1987-07-15,United States,Featherweight,37,20/10/2023
Kiefer Crosbie,170 lbs.,10,5,0,1990-04-05,Ireland,Welterweight,35,27/07/2024
Jeff Crotty,155 lbs.,1,1,0,1984-10-02,United States,Welterweight,40,23/07/2016
Allen Crowder,245 lbs.,10,4,0,1989-11-08,United States,Heavyweight,35,22/06/2019
Daron Cruickshank,155 lbs.,18,10,0,1985-06-11,United States,Lightweight,39,06/08/2021
Jimmy Crute,205 lbs.,12,4,2,1996-03-04,Australia,Light Heavyweight,29,08/02/2025
Marcio Cruz,232 lbs.,8,3,0,1978-04-24,Brazil,Light Heavyweight,47,02/11/2012
Dominick Cruz,135 lbs.,24,4,0,1985-09-03,United States,Bantamweight,39,11/04/2009
Aalon Cruz,145 lbs.,8,4,0,1989-09-20,United States,Lightweight,35,15/04/2017
Jay Cucciniello,155 lbs.,8,1,0,1986-07-23,Ireland,Featherweight,38,15/07/2015
Zak Cummings,205 lbs.,25,7,0,1984-08-02,United States,Middleweight,40,16/11/2024
Everett Cummings,205 lbs.,12,0,0,1986-11-16,United States,Super Heavyweight,38,05/09/2014
Patrick Cummins,205 lbs.,10,7,0,1980-11-16,United States,Light Heavyweight,44,17/07/2011
Luke Cummo,170 lbs.,6,6,0,1980-04-27,United States,Welterweight,45,10/12/2008
Jeff Curran,135 lbs.,36,18,1,1977-09-02,United States,Bantamweight,47,10/05/2002
Kailin Curran,115 lbs.,4,5,0,1991-04-11,United States,Strawweight,34,20/10/2023
Pat Curran,145 lbs.,22,7,0,1987-08-31,United States,Featherweight,37,27/07/2024
Ion Cutelaba,205 lbs.,19,10,1,1993-12-14,Moldova,Light Heavyweight,31,23/07/2016
Sarah D'Alelio,145 lbs.,11,7,0,1980-12-13,United States,Flyweight,44,22/06/2019
Marcos Da Matta,145 lbs.,11,3,0,1973-03-18,United States,Featherweight,52,06/08/2021
Henrique Da Silva,205 lbs.,14,5,0,1989-09-01,Brazil,Light Heavyweight,35,08/02/2025
Nicolas Dalby,170 lbs.,23,6,1,1984-11-16,Denmark,Welterweight,40,02/11/2012
Paul Daley,170 lbs.,39,15,2,1983-02-21,England,Welterweight,42,13/05/2022
Aisling Daly,115 lbs.,16,6,0,1987-12-24,Ireland,Strawweight,37,24/10/2015
Marko Damiani,170 lbs.,0,2,0,,United States,Lightweight,,10/04/2015
Rodrigo Damm,155 lbs.,13,9,0,1980-02-03,Brazil,Featherweight,45,31/01/2015
Cindy Dandois,135 lbs.,8,3,0,1984-10-26,Belgium,Bantamweight,40,16/10/2021
Peter Danesoe,135 lbs.,6,3,0,2000-09-01,Thailand,Bantamweight,24,28/10/2023
Jarjis Danho,265 lbs.,7,1,1,1983-10-15,Syria,Heavyweight,41,16/04/2022
Raymond Daniels,185 lbs.,0,1,0,1980-04-29,United States,Middleweight,45,29/07/2023
Alexandre Dantas,238 lbs.,0,3,0,1979-01-03,Brazil,Middleweight,46,15/09/2007
Eduardo Dantas,135 lbs.,20,4,0,1989-02-03,Brazil,Bantamweight,36,22/04/2023
Mac Danzig,155 lbs.,21,12,1,1980-01-02,United States,Lightweight,45,06/12/2013
Beneil Dariush,155 lbs.,22,6,1,1989-05-06,United States,Lightweight,36,02/12/2023
Sean Daugherty,175 lbs.,0,2,0,1975-12-04,United States,Light Heavyweight,49,17/11/2001
Kyle Daukaus,185 lbs.,11,4,0,1993-02-27,United States,Middleweight,32,14/06/2024
Chris Daukaus,205 lbs.,12,7,0,1989-09-25,United States,Heavyweight,35,16/08/2024
Brian Davidson,145 lbs.,13,4,0,1975-11-22,United States,Featherweight,49,03/05/2025
Rick Davis,155 lbs.,3,1,1,,United States,Lightweight,,27/05/2006
Marcus Davis,170 lbs.,22,11,0,1973-08-24,United States,Welterweight,51,14/03/2025
Phil Davis,205 lbs.,17,4,0,1984-09-25,United States,Light Heavyweight,40,01/05/2025
Mike Davis,155 lbs.,2,0,0,,United States,Lightweight,,01/02/2025
Mike Davis,155 lbs.,2,0,0,,United States,Lightweight,,18/06/2009
Alexis Davis,135 lbs.,21,11,0,1984-10-04,Canada,Bantamweight,40,05/02/2022
Mike Davis,155 lbs.,11,3,0,1992-10-07,United States,Lightweight,32,01/02/2025
Mike Davis,155 lbs.,11,3,0,1992-10-07,United States,Lightweight,32,18/06/2009
Hakeem Dawodu,145 lbs.,13,4,1,1991-07-02,Canada,Featherweight,33,12/08/2023
Grant Dawson,155 lbs.,23,2,1,1994-02-20,United States,Lightweight,31,18/01/2025
Jason Day,185 lbs.,19,12,0,1979-03-18,Canada,Middleweight,46,17/06/2011
Martin Day,145 lbs.,8,6,0,1988-11-10,United States,Featherweight,36,04/11/2023
Yorgan De Castro,250 lbs.,6,3,0,1986-12-19,Cape Verde,Heavyweight,38,12/04/2025
Philip De Fries,250 lbs.,12,6,0,1986-04-21,England,Heavyweight,39,16/11/2024
Chris De La Rocha,250 lbs.,5,3,0,1979-05-15,United States,Heavyweight,45,15/12/2018
Montana De La Rosa,125 lbs.,13,9,1,1995-02-14,United States,Flyweight,30,08/06/2024
Mark De La Rosa,135 lbs.,11,5,0,1994-08-31,United States,Bantamweight,30,13/06/2020
Mike De La Torre,145 lbs.,14,7,0,1986-09-22,United States,Lightweight,38,18/05/2018
Edilberto De Oliveira,170 lbs.,29,15,2,1982-11-22,Brazil,Welterweight,42,06/05/2016
Isabela De Padua,125 lbs.,5,2,0,1991-09-04,Brazil,Bantamweight,33,24/09/2022
Gloria De Paula,115 lbs.,6,5,0,1995-06-10,Brazil,Strawweight,29,23/08/2024
Germaine De Randamie,135 lbs.,10,5,0,1984-04-24,Netherlands,Bantamweight,41,06/04/2024
Reinier De Ridder,185 lbs.,20,2,0,1990-09-07,Netherlands,Middleweight,34,03/05/2025
Tom Deblass,185 lbs.,9,2,0,1982-05-14,United States,Light Heavyweight,42,14/11/2020
Shane Del Rosario,250 lbs.,11,2,0,1983-09-23,United States,Heavyweight,41,15/12/2012
Humberto Deleon,135 lbs.,7,7,0,1989-11-12,United States,Bantamweight,35,13/05/2016
Israel Delgado,155 lbs.,0,2,0,1985-11-22,United States,Lightweight,39,08/03/2024
Roland Delorme,135 lbs.,9,5,0,1983-12-18,Canada,Bantamweight,41,15/08/2015
Jon Delos Reyes,125 lbs.,8,5,0,1987-08-19,United States,Flyweight,37,24/10/2015
Jason Delucia,190 lbs.,33,21,1,1969-07-24,United States,Light Heavyweight,55,27/11/2006
Chris Dempsey,185 lbs.,11,5,0,1987-09-08,United States,Middleweight,37,22/12/2023
Nick Denis,135 lbs.,11,3,0,1983-10-11,Canada,Bantamweight,41,05/05/2012
Jason Dent,155 lbs.,22,13,0,1980-06-12,United States,Welterweight,44,12/05/2012
Mackenzie Dern,115 lbs.,15,5,0,1993-03-24,United States,Strawweight,32,11/01/2025
Tony Desouza,170 lbs.,11,4,0,1974-07-26,Peru,Welterweight,50,13/12/2012
Edwin Dewees,185 lbs.,38,17,0,1982-08-07,United States,Light Heavyweight,42,11/10/2014
Alessio Di Chirico,185 lbs.,13,7,0,1989-12-12,Italy,Middleweight,35,03/09/2022
Cyrille Diabate,205 lbs.,19,10,1,1973-06-10,France,Light Heavyweight,51,08/03/2014
Marc Diakiese,155 lbs.,17,7,0,1993-03-16,England,Lightweight,32,18/04/2025
Tyler Diamond,145 lbs.,9,1,0,1991-03-18,United States,Featherweight,34,23/08/2024
Rafael Dias,145 lbs.,17,12,2,1979-10-20,Brazil,Featherweight,45,12/12/2015
Hacran Dias,155 lbs.,23,6,1,1984-05-16,Brazil,Lightweight,40,08/09/2024
Nick Diaz,170 lbs.,26,10,0,1983-08-02,United States,Welterweight,41,25/09/2021
Nate Diaz,170 lbs.,22,13,0,1985-04-16,United States,Welterweight,40,06/07/2024
Ryan Diaz,145 lbs.,13,14,0,1979-02-06,United States,Bantamweight,46,31/05/2013
Mark Dickman,145 lbs.,11,3,0,1984-07-19,United States,Bantamweight,40,30/10/2020
Josh Diekmann,246 lbs.,15,8,0,1976-10-09,United States,Heavyweight,48,04/11/2016
Rico Disciullo,135 lbs.,9,2,0,1986-10-12,United States,Bantamweight,38,01/02/2025
Anthony Do,125 lbs.,4,2,0,1993-04-11,United States,Flyweight,32,29/03/2024
Russell Doane,135 lbs.,15,8,0,1986-08-13,United States,Bantamweight,38,04/11/2023
Drew Dober,155 lbs.,27,15,0,1988-10-19,United States,Lightweight,36,29/03/2025
Shana Dobson,125 lbs.,4,5,0,1989-03-30,United States,Flyweight,36,20/02/2021
David Dodd,200 lbs.,4,7,0,1973-09-22,United States,Light Heavyweight,51,29/11/2000
John Dodson,135 lbs.,22,12,0,1984-09-26,United States,Bantamweight,40,04/05/2025
Joe Doerksen,185 lbs.,51,16,0,1977-09-10,Canada,Middleweight,47,19/09/2014
Roman Dolidze,185 lbs.,15,3,0,1988-07-15,Georgia,Middleweight,36,15/03/2025
Cameron Dollar,155 lbs.,11,5,0,1987-05-12,United States,Featherweight,37,23/03/2013
Cody Donovan,205 lbs.,8,5,0,1981-02-20,United States,Light Heavyweight,44,19/07/2014
Houston Dorr,210 lbs.,1,2,0,,United States,Light Heavyweight,,23/08/1996
Rafael Dos Anjos,170 lbs.,32,17,0,1984-10-26,Brazil,Lightweight,40,26/10/2024
Junior Dos Santos,238 lbs.,21,9,0,1984-01-30,Brazil,Heavyweight,41,02/03/2024
Anderson Dos Santos,135 lbs.,21,9,0,1985-07-24,Brazil,Bantamweight,39,02/12/2023
Tiago Dos Santos E Silva,145 lbs.,20,7,2,1987-04-12,Brazil,Lightweight,38,06/08/2022
Jordan Dowdy,170 lbs.,4,3,0,1986-05-23,United States,Middleweight,38,20/02/2021
Derek Downey,185 lbs.,11,4,0,1980-04-27,United States,Middleweight,45,30/10/2009
John Doyle,205 lbs.,11,22,0,,United States,Light Heavyweight,,06/12/2013
Tomasz Drwal,205 lbs.,21,5,1,1982-01-22,Poland,Middleweight,43,19/12/2020
Robert Drysdale,205 lbs.,7,0,0,1981-10-05,United States,Light Heavyweight,43,22/07/2016
Dricus Du Plessis,185 lbs.,23,2,0,1994-01-14,South Africa,Middleweight,31,08/02/2025
Hugo Duarte,240 lbs.,6,3,0,1968-08-09,Brazil,Heavyweight,56,05/03/2000
Antonio Duarte,135 lbs.,19,7,0,1987-03-10,Mexico,Bantamweight,38,24/08/2019
Joe Duarte,155 lbs.,10,4,0,1983-08-04,United States,Lightweight,41,25/07/2014
Emily Ducote,115 lbs.,13,9,0,1994-01-01,United States,Strawweight,31,04/04/2025
Milana Dudieva,135 lbs.,11,6,0,1989-04-08,Russia,Flyweight,36,20/09/2024
